JOB ID,TEST STATUS,TEST END,TEST SUBMISSION ID,FAILED COMMENTS,SCRIPT NAME,SUITE NAME,CHANGED BY,ANALYSIS,ANALYSED BY,CATEGORY,TEST INFO ID,TICKET NUMBER,UPDATED TIME
370235,FAILED,5/25/2021 8:40,9363656,,jdhcpd_Client_Relay_Server_sanity.pl_CI_NP,S2C-SRX-MASTER-TEST-SUITE-18.4-OPTIONAL,,,,,,,
370287,ABORTED,5/25/2021 8:40,9363642,ABORTED BY pct-admin after job is completed,isis_basic_mts1_vArdbeg,ardbeg_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363641,ABORTED BY pct-admin after job is completed,ae_vscapa_sanity,scapa_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363641,ABORTED BY pct-admin after job is completed,vscapa_mpls,scapa_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363641,ABORTED BY pct-admin after job is completed,vscapa_l3,scapa_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363641,ABORTED BY pct-admin after job is completed,vscapa_l2,scapa_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363640,ABORTED BY pct-admin after job is completed,Infra_l2_l3_mpls_fw_vbrackla_split,brackla_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363640,ABORTED BY pct-admin after job is completed,Infra_l2_l3_mpls_fw_vbrackla,brackla_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363640,ABORTED BY pct-admin after job is completed,ae_l2_l3_test_vbrackla_split,brackla_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,9363640,ABORTED BY pct-admin after job is completed,ae_l2_l3_test_vbrackla,brackla_basic_platform_sanity,pct-admin,,,,,,
370278,FAILED,5/25/2021 9:24,9363622,,JX45_D10_RLI20105_srxsme_NAT_cli_syslog_trap_func_loopback.pl_PCT,S2C-SRX-NAT-CLI-SYSLOG-TRAP-FUNC-LOOPBACK,,,,,,,
370287,ABORTED,5/25/2021 8:40,0,ABORTED BY pct-admin after job is completed,,redbull_basic_platform_sanity,pct-admin,,,,,,
370287,ABORTED,5/25/2021 8:40,0,ABORTED BY pct-admin after job is completed,,ferrari_basic_platform_sanity,pct-admin,,,,,,
370278,FAILED,5/25/2021 11:25,9363539,"Same Failure is seen in the baseline, Please refer DR ID 9363512",ng_log_profile_ha.robot_144821_CI_NP,S2C-SRX-SEC-NG-LOG-PROFILE_21.1,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,peer_as_routing_instances.robot_132673_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,peer_as_logical_systems.robot_132671_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,peer_as_ebgp_group.robot_132670_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,peer_as_sanity.robot_132579_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,peer_as_negativesanity.robot_132669_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,ebgp_default_policy_003.robot_136559_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,BGP_204_RLI43559_bgpidentifier_001.robot_142154_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363335,This script is not supported for this Branch/Release,ebgp_default_policy_001.robot_136557_Default,RPD_PC_BGP,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363334,This script is not supported for this Branch/Release,route_filter_list_qualifier_script1.robot_133977_VMX,RPD_PC_Policy,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363334,This script is not supported for this Branch/Release,route_filter_list_qualifier_script2.robot_133990_VMX,RPD_PC_Policy,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,rpfnhlist.robot_137048_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,srv6_tcnh_route_tester.robot_135082_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,Multicast_nexthop_resolver_test.robot_134419_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,Route_tester_unicast.robot_135018_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,Route_tester_table_type_nh.robot_137027_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,RLI36181-1_BGP_PIC_EDGE_Support_route_tester_multipath.robot_133239_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,indirect_nexthops.robot_134998_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,RLI36181-1_BGP_PIC_EDGE_Support_route_tester.robot_133220_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,Multicast_nexthop_resolver_test_irb.robot_134401_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,RLI_39112_1_Support_List_NH_Resolver.robot_133852_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,BGP_indirect_nexthops.robot_144817_Default,RPD_PC_INFRA,pct-admin,,,,,,
370136,ABORTED,5/25/2021 7:56,9363331,This script is not supported for this Branch/Release,RLI_39112_1_Support_List_NH_Resolver_HA.robot_137773_Default,RPD_PC_INFRA,pct-admin,,,,,,
370203,FAILED,5/25/2021 7:41,9362761,,vscapa_interfaces_infra_l2_l3,s2c_aft_vscapa_interfaces,,,,,,,
370291,FAILED,5/25/2021 7:53,505260,,,unit-test,,,,,,,
370131,FAILED,5/25/2021 8:40,9363291,,112_Static_lsp_stats.pl_1490_Default,RPD_PC_MPLS,,,,,,,
370131,FAILED,5/25/2021 8:39,9363295,,Static_lsp_stats.pl_1642_Default,RPD_PC_MPLS,,,,,,,
370183,FAILED,5/25/2021 8:56,9363298,"Updated on 2021-05-25 13:00:06 by: venkatashiva reason: Route does not exist to bgp Peer.   [cmd] "" show bgp summary"" Executed on [R2 10.53.230.201]    May 24 20:23:59 [WARN ] [R2 10.53.230.201] JT::JUNOS::chk_bgp_peer: No line for BGP peer 10.41.101.1 was found at all    May 24 20:23:59 JUNOS.pm:9526 [ERROR] [R2 10.53.230.201] JT::JUNOS::chk_bgp_peer: BGP peer check failed    May 24 20:23:59 ospf_ipsec_basic_1.pm:607 [ERROR] Check BGP ipsec failed    May 24 20:23:59 [TRACE] [R0 10.53.230.244] JT::JUNOS::chk_route: Checking route 128.53.230.201/32, expire in 60 seconds     [cmd] "" show route 128.53.230.201/32 exact | display xml"" Executed on [R0 10.53.230.244]        May 24 20:23:59 [TRACE] [R0 10.53.230.244] [cmd] show route 128.53.230.201/32 exact | display xml        May 24 20:23:59 [TRACE] [R0 10.53.230.244]         May 24 20:23:59 [TRACE] [R0 10.53.230.244]             May 24 20:23:59 [TRACE] [R0 10.53.230.244]             May 24 20:23:59 [TRACE] [R0 10.53.230.244]             May 24 20:23:59 [TRACE] [R0 10.53.230.244]                 May 24 20:23:59 [TRACE] [R0 10.53.230.244]             May 24 20:23:59 [TRACE] [R0 10.53.230.244]     May 24 20:24:09 [TRACE] [R0 10.53.230.244] JT::JUNOS::chk_route: Checking route 128.53.230.201/32, expire in 50 seconds     [cmd] "" show route 128.53.230.201/32 exact | display xml"" Executed on [R0 10.53.230.244]        May 24 20:24:09 [TRACE] [R0 10.53.230.244] [cmd] show route 128.53.230.201/32 exact | display xml        May 24 20:24:09 [TRACE] [R0 10.53.230.244]         May 24 20:24:09 [TRACE] [R0 10.53.230.244]             May 24 20:24:09 [TRACE] [R0 10.53.230.244]             May 24 20:24:09 [TRACE] [R0 10.53.230.244]             May 24 20:24:09 [TRACE] [R0 10.53.230.244]                 May 24 20:24:09 [TRACE] [R0 10.53.230.244]             May 24 20:24:09 [TRACE] [R0 10.53.230.244]",ospf_ipsec_basic.pl_1820_Default,RPD_PC_OSPF,venkatashiva,,,,,,
370131,FAILED,5/25/2021 8:42,9363296,,RLI10763_Europa_Interop.pl_1556_Default,RPD_PC_MPLS,,,,,,,
370260,FAILED,5/25/2021 7:39,505300,,,unit-test,,,,,,,
370236,FAILED,5/25/2021 11:28,9363249,"Same Failure is seen in the baseline, Please refer DR ID 9363066",vpn_sanity_GW.pl,S2C-SRX-GW-PCT-VPN,pct-admin,,,,,,
370203,FAILED,5/25/2021 6:48,9362767,,ospf3_l3vpn_nssa.pl_193r1evo_rli39822_virtual_scapa,VIRTUAL_SCAPA_PCT_PFE_RLI39822_OSPF3,,,,,,,
370000,FAILED,5/25/2021 17:11,9363222,,s2s_rb1.robot_NFX350_PCT,S2C-SRX-NFX350-VPN,,,,,,,
370252,FAILED,5/25/2021 6:53,505284,,,unit-test,,,,,,,
370236,FAILED,5/25/2021 8:35,9363176,,flow_sanity_nfx.pl_PCT_NFX250,S2C-SRX-NFX250-MANDATORY-SUITE-OPTIONAL,,,,,,,
370235,FAILED,5/25/2021 8:57,9363127,"Same Failure is seen in the baseline, Please refer DR ID 9363032",flow_sanity_nfx.pl_PCT_NFX150,S2C-SRX-NFX150-MANDATORY-SUITE-OPTIONAL,pct-admin,,,,,,
370235,FAILED,5/25/2021 7:16,9363114,,jdhcpd_Client_Relay_Server_sanity.pl_CI_NP,S2C-SRX-MASTER-TEST-SUITE-18.4-OPTIONAL,,,,,,,
370235,FAILED,5/25/2021 10:51,9363119,"Same Failure is seen in the baseline, Please refer DR ID 9363016",vpn_sanity_GW.pl,S2C-SRX-GW-PCT-VPN,pct-admin,,,,,,
370235,FAILED,5/25/2021 7:12,9363115,,vpn_sanity_summit.pl,S2C-SRX-SUMMIT-PCT-VPN,pct-admin,,,,,,
370235,ABORTED,5/25/2021 8:39,9363111,,jdpi_enhancement.robot_135598_CI_NP,S2C-SRX-MASTER-TEST-SUITE-20.3-OPTIONAL,,,,,,,
370259,FAILED,5/25/2021 6:39,505298,,,unit-test,,,,,,,
370242,FAILED,5/25/2021 6:55,505274,,,unit-test,,,,,,,
370257,FAILED,5/25/2021 6:48,505292,,,unit-test,,,,,,,
370162,ABORTED,5/25/2021 5:58,9361810,,brackla_hw_smoke_s2c_pf,PF_brackla_s2c_sanity,,,,,,,
370133,FAILED,5/25/2021 6:09,9362948,,bgp_rpd_core.pl_19.1r1evo_tpi54913_virtual_brackla,PC_VBRACKLA_BGP,,,,,,,
370133,FAILED,5/25/2021 6:18,9362948,,bgpribgroup.pl_19.1r1evo_tpi54726_virtual_brackla,PC_VBRACKLA_BGP,,,,,,,
370255,FAILED,5/25/2021 5:45,505290,,,unit-test,,,,,,,
370225,FAILED,5/25/2021 6:58,504112,,,unit-test,,,,,,,
370214,FAILED,5/25/2021 6:08,9362906,"Ignoring because of core pattern rule ID 2,2",vMX_ZT_chassisd_test.pl_86042_Default,ferrari_basic_platform_sanity,pct-admin,,,,,,
370215,FAILED,5/25/2021 6:04,9362889,"Same Failure is seen in the baseline, Please refer DR ID 9344235",Ferrari_L2_Basic_Sanity.robot_zt,Ferrari_L2_Sanity_Basic,pct-admin,,,,,,
370215,FAILED,5/25/2021 6:10,9362892,Updated on 2021-05-25 12:37:17 by: nrkancharla reason: 9344234,sanity_layer2.robot_zt,Layer2_vmx-zt,nrkancharla,,,,,,
370215,FAILED,5/25/2021 6:01,9362889,Updated on 2021-05-25 12:37:01 by: nrkancharla reason: 9344235,AFT_L2_Base_Bridging_vZT,Ferrari_L2_Sanity_Basic,nrkancharla,,,,,,
370253,FAILED,5/25/2021 5:33,505286,,,unit-test,,,,,,,
370230,FAILED,5/25/2021 6:25,9362869,,cbng_cp_dhcpv4_static_server.robot_139691_Default,BBE_PC_VMX_NT-DHCP-XDA,,,,,,,
370216,ABORTED,5/25/2021 5:27,9362852,This script is not supported for this Branch/Release,evpn_type5_4_1.robot_vex,RPD_PC_EVPN,pct-admin,,,,,,
370250,FAILED,5/25/2021 5:49,505276,,,unit-test,,,,,,,
370249,FAILED,5/25/2021 5:29,504799,,,unit-test,,,,,,,
370200,ABORTED,5/25/2021 5:16,9361568,,phy_brackla_platform_sanity_s2c,phy_brackla_platform_sanity_s2c,,,,,,,
370256,FAILED,5/25/2021 1:55,9361230,,Sapphire_32CD_S2C,Sapphire_32CD_Sanity_Suite_S2C,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360979,,MACsec_PI_S2C,S2C_EVO_MACSEC,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360903,,s2c_ssh_connectivity.robot_126065_Default,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360903,,Infra_l2_l3_mpls_fw_vbrackla_split,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360903,,Infra_l2_l3_mpls_fw_vbrackla,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360903,,ae_l2_l3_test_vbrackla_split,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360903,,ae_l2_l3_test_vbrackla,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360520,,MACsec_PI_S2C,S2C_EVO_MACSEC,,,,,,,
370256,FAILED,5/25/2021 0:15,9360495,,Sapphire_32CD_S2C,Sapphire_32CD_Sanity_Suite_S2C,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360494,,s2c_ssh_connectivity.robot_126065_Default,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360494,,Infra_l2_l3_mpls_fw_vbrackla_split,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360494,,Infra_l2_l3_mpls_fw_vbrackla,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360494,,ae_l2_l3_test_vbrackla_split,brackla_basic_platform_sanity,,,,,,,
370256,ABORTED,5/25/2021 4:56,9360494,,ae_l2_l3_test_vbrackla,brackla_basic_platform_sanity,,,,,,,
370203,FAILED,5/25/2021 4:49,505205,,,unit-test,,,,,,,
370240,FAILED,5/25/2021 4:48,505266,,,unit-test,,,,,,,
370151,FAILED,5/25/2021 7:34,9362701,,security_log_enhancement_root_stream_host_report.robot_PCT_SRX345,S2C-SRX-SIEGE-PLT-SECURITT-LOG-ENHENCEMENT,,,,,,,
370151,FAILED,5/25/2021 6:28,9362698,,idp_rod_he_vSRX.pl_CI,vSRX_L7_SANITY_SUITE,,,,,,,
370151,FAILED,5/25/2021 16:11,9362696,"Same Failure is seen in the baseline, Please refer DR ID 9362209",s2s_rb1.robot_NFX350_PCT,S2C-SRX-NFX350-VPN,pct-admin,,,,,,
370151,FAILED,5/25/2021 5:15,9362679,"Same Failure is seen in the baseline, Please refer DR ID 9355200",nfx350_platform_pct.pl_143032_Default,SW_PRECOMMIT_BIRA_PlatformSanity,pct-admin,,,,,,
370151,FAILED,5/25/2021 5:38,9362658,,security_log_enhancement_lsys_tn_stream_host.robot_130885_CI_NP,S2C-SRX-PLT-SECURITY-LOG-ENHANCEMENT-LSYS-TN_20.2,,,,,,,
370151,FAILED,5/25/2021 6:56,9362659,"Same Failure is seen in the baseline, Please refer DR ID 9361956",ng_log_profile_ha.robot_144821_CI_NP,S2C-SRX-SEC-NG-LOG-PROFILE_21.1,pct-admin,,,,,,
370151,FAILED,5/25/2021 6:39,9362658,,security_log_enhancement_lsys_tn.robot_130884_CI_NP_1,S2C-SRX-PLT-SECURITY-LOG-ENHANCEMENT-LSYS-TN_20.2,,,,,,,
370151,FAILED,5/25/2021 8:13,9362658,,security_log_enhancement_ha_root.robot_CI_NP,S2C-SRX-PLT-SECURITY-LOG-ENHANCEMENT-LSYS-TN_20.2,,,,,,,
370151,FAILED,5/25/2021 6:44,9362658,,security_log_enhancement_ha_lsys_tn.robot_CI_NP,S2C-SRX-PLT-SECURITY-LOG-ENHANCEMENT-LSYS-TN_20.2,,,,,,,
370221,FAILED,5/25/2021 5:06,9362640,Ignoring because of core pattern rule ID 2,cos_transmitrate.robot_zt,VMX_ZT_COS1_S2C,pct-admin,,,,,,
370221,FAILED,5/25/2021 5:07,9362640,"Ignoring because of core pattern rule ID 2,2",cos_shapingrate.robot_zt,VMX_ZT_COS1_S2C,pct-admin,,,,,,
370186,FAILED,5/25/2021 4:20,9362550,"Ignoring because of core pattern rule ID 2,2",vMX_ZT_chassisd_test.pl_86042_Default,vMX-ZT-Chassisd,pct-admin,,,,,,
370186,ABORTED,5/25/2021 5:06,9362498,,toxicity_check_CD_CI_Restart_Demones.pl_129739_Default,PHY_PLATFORM_ODIN_BATCH,,,,,,,
370209,FAILED,5/25/2021 5:09,9362462,,ae_l2_l3_test_vbrackla_split,brackla_basic_platform_sanity,,,,,,,
370226,FAILED,5/25/2021 4:10,505258,,,unit-test,,,,,,,
370219,FAILED,5/25/2021 6:29,9362449,"Same Failure is seen in the baseline, Please refer DR ID 9362447",sw_upgrade_scapa_sanity,VSCAPA_UPGRADE_SANITY,pct-admin,,,,,,
370129,FAILED,5/25/2021 4:51,9362437,,pim_nsr_2.pl_PCT_2_1,RPD_PC_PIM,,,,,,,
370206,FAILED,5/25/2021 4:15,9362370,"Ignoring because of core pattern rule ID 1,1",remove_private_as_with_aggregation.pl_2146_Default,RPD_PC_BGP,pct-admin,,,,,,
370227,FAILED,5/25/2021 3:53,505260,,,unit-test,,,,,,,
370206,FAILED,5/25/2021 4:15,9362365,Ignoring because of core pattern rule ID 1,isis_tag_1195_Default,RPD_PC_ISIS,pct-admin,,,,,,
370206,FAILED,5/25/2021 4:27,9362363,Ignoring because of core pattern rule ID 1,162_RLI_26603_MPLSoGRE_Scale.pl_6374_Default,RPD_PC_MPLS,pct-admin,,,,,,
370206,FAILED,5/25/2021 4:20,9362366,Ignoring because of core pattern rule ID 1,mlannew.pl_640_Default,RPD_PC_Multicast,pct-admin,,,,,,
370206,FAILED,5/25/2021 4:30,9362368,Ignoring because of core pattern rule ID 1,JC133_8321_rsvp_basic.pl_520_Default,RPD_PC_RSVP,pct-admin,,,,,,
370206,FAILED,5/25/2021 4:40,9362369,Ignoring because of core pattern rule ID 1,p2mp_NSR_515_ccc.pl_611_Default,RPD_PC_P2MP,pct-admin,,,,,,
370206,FAILED,5/25/2021 4:58,9362369,"Same Failure is seen in the baseline, Please refer DR ID 9361108",133_adpc_5631_igmpsnooping_p2mp_2.pl_RIAD_VSPIRENT,RPD_PC_P2MP,pct-admin,,,,,,
370205,FAILED,5/25/2021 3:34,503996,,,coverity,,,,,,,
370183,FAILED,5/25/2021 3:58,9362290,"Same Failure is seen in the baseline, Please refer DR ID 9361179",isistoebgp.pl_2225_Default,RPD_PC_BGP_Sharding,pct-admin,,,,,,
370183,FAILED,5/25/2021 4:00,9362289,Ignoring because of core pattern rule ID 1,rpd_sched_slip.pl_104r10_pr729196_virtual_default,RPD_PC_BGP,pct-admin,,,,,,
370183,FAILED,5/25/2021 4:09,9362286,Ignoring because of core pattern rule ID 1,p2mp_rsvp_tracert_dynamic_lsp_RLI5790.pl_465_Default,RPD_PC_MPLS,pct-admin,,,,,,
370183,FAILED,5/25/2021 3:59,9362290,"Same Failure is seen in the baseline, Please refer DR ID 9361179",bgp_route_disinguisher.pl_1613_Default,RPD_PC_BGP_Sharding,pct-admin,,,,,,
370183,FAILED,5/25/2021 4:01,9362290,Ignoring because of core pattern rule ID 1,tc1thru4.v6.pl_864_Default,RPD_PC_BGP_Sharding,pct-admin,,,,,,
370183,FAILED,5/25/2021 5:13,9362290,"Same Failure is seen in the baseline, Please refer DR ID 9361179",v6_ibgp_isis_1146_Default,RPD_PC_BGP_Sharding,pct-admin,,,,,,
370183,FAILED,5/25/2021 4:01,9362290,"Same Failure is seen in the baseline, Please refer DR ID 9361179",104_mx80_pr807357_attr_set.pl_104_pr807357_virtual_default,RPD_PC_BGP_Sharding,pct-admin,,,,,,
370183,FAILED,5/25/2021 5:09,9362290,"Same Failure is seen in the baseline, Please refer DR ID 9361179",bgp_open_t_opt.pl_151_pr958536_physical_default,RPD_PC_BGP_Sharding,pct-admin,,,,,,
370183,FAILED,5/25/2021 5:03,9362287,,ospf_ipsec_basic.pl_1820_Default,RPD_PC_OSPF,venkatashiva,,,,,,
370183,FAILED,5/25/2021 4:58,9362288,"Same Failure is seen in the baseline, Please refer DR ID 9361108",133_adpc_5631_igmpsnooping_p2mp_2.pl_RIAD_VSPIRENT,RPD_PC_P2MP,pct-admin,,,,,,
370183,FAILED,5/25/2021 3:53,9362280,Ignoring because of core pattern rule ID 1,104_mx80_pr807357_attr_set.pl_104_pr807357_virtual_default,RPD_PC_BGP_UPDIO,pct-admin,,,,,,
370205,FAILED,5/25/2021 3:20,503996,,,coverity,,,,,,,
370202,FAILED,5/25/2021 2:40,9361801,,vpn_lb_scaling.pl_193r1evo_rli38540_virtual_scapa,VIRTUAL_SCAPA_PCT_PFE_RLI38540_VPN,,,,,,,
370161,FAILED,5/25/2021 3:04,9362107,"Ignoring because of core pattern rule ID 2,2",vMX_ZT_chassisd_test.pl_86042_Default,ferrari_basic_platform_sanity,pct-admin,,,,,,
370116,FAILED,5/25/2021 2:46,9362034,Ignoring because of core pattern rule ID 1,vMX_ZT_chassisd_test.pl_86042_Default,ferrari_basic_platform_sanity,pct-admin,,,,,,
370179,FAILED,5/25/2021 6:33,9362004,,flow_sanity_nfx.pl_PCT_NFX250,S2C-SRX-NFX250-MANDATORY-SUITE,,,,,,,
370116,FAILED,5/25/2021 4:56,9361946,,182R1_RLI_34996_MX_IGMP_Snooping_EVPNoMPLS_INTRA_VLAN_INTER_VLAN_Multicast_Trunk_Port_2.robot_PCT_2_1,RPD_PC_EVPN,,,,,,,
370088,FAILED,5/25/2021 2:47,9361945,"Same Failure is seen in the baseline, Please refer DR ID 9356126",Vpn_PCT.pl,S2C-SRX-5K-PCT-VPN,pct-admin,,,,,,
370131,FAILED,5/25/2021 3:27,9361900,,RLI10763_Europa_Interop.pl_1556_Default,RPD_PC_MPLS,,,,,,,
370131,FAILED,5/25/2021 3:28,9361900,,Static_lsp_stats.pl_1642_Default,RPD_PC_MPLS,,,,,,,
370131,FAILED,5/25/2021 3:35,9361900,,112_Static_lsp_stats.pl_1490_Default,RPD_PC_MPLS,,,,,,,
370131,FAILED,5/25/2021 2:22,9361892,"Ignoring because of core pattern rule ID 1,1",vMX_toxicity.pl_146502_Default,RPD_PC_VMX-SANITY,pct-admin,,,,,,
370201,FAILED,5/25/2021 2:33,505206,,,unit-test,,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,peer_as_routing_instances.robot_132673_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,peer_as_logical_systems.robot_132671_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,peer_as_ebgp_group.robot_132670_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,peer_as_sanity.robot_132579_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,peer_as_negativesanity.robot_132669_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,rpfnhlist.robot_137048_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,ebgp_default_policy_003.robot_136559_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,srv6_tcnh_route_tester.robot_135082_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:07,9361846,This script is not supported for this Branch/Release,route_filter_list_qualifier_script1.robot_133977_VMX,RPD_PC_Policy,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,Multicast_nexthop_resolver_test.robot_134419_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,BGP_204_RLI43559_bgpidentifier_001.robot_142154_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:07,9361846,This script is not supported for this Branch/Release,route_filter_list_qualifier_script2.robot_133990_VMX,RPD_PC_Policy,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,Route_tester_unicast.robot_135018_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361845,This script is not supported for this Branch/Release,ebgp_default_policy_001.robot_136557_Default,RPD_PC_BGP,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,Route_tester_table_type_nh.robot_137027_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,RLI36181-1_BGP_PIC_EDGE_Support_route_tester_multipath.robot_133239_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,indirect_nexthops.robot_134998_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,RLI36181-1_BGP_PIC_EDGE_Support_route_tester.robot_133220_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,Multicast_nexthop_resolver_test_irb.robot_134401_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,RLI_39112_1_Support_List_NH_Resolver.robot_133852_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,BGP_indirect_nexthops.robot_144817_Default,RPD_PC_INFRA,pct-admin,,,,,,
370149,ABORTED,5/25/2021 2:08,9361841,This script is not supported for this Branch/Release,RLI_39112_1_Support_List_NH_Resolver_HA.robot_137773_Default,RPD_PC_INFRA,pct-admin,,,,,,
370200,FAILED,5/25/2021 1:52,9361617,"Ignoring because of core pattern rule ID 2,2",vMX_ZT_chassisd_test.pl_86042_Default,ferrari_basic_platform_sanity,pct-admin,,,,,,
370204,FAILED,5/25/2021 2:08,487930,,,unit-test,,,,,,,
370162,ABORTED,5/25/2021 1:59,9361077,INFRA ISSUE,brackla_hw_smoke_s2c_pf,PF_brackla_s2c_sanity,pct-admin,,,,,,
